Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR29828259,2024-07-15 13:29:05,2024-07-15 13:12:51,10728366,858269280,0,80,258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828259/SRR29828259.lite.1,SRX25327057,EE234,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995839,SAMN42493317,simple,1561046,honey metagenome,EE234,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,DAF99A18E07AEB88F8740CB29DE08EED,D46CEFAA8AFC4CB1F33B3F28879E67A1
SRR29828272,2024-07-15 13:29:05,2024-07-15 13:15:18,15833792,1266703360,0,80,381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828272/SRR29828272.lite.1,SRX25327058,EE235,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995840,SAMN42493318,simple,1561046,honey metagenome,EE235,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6B68501B792BA1804B6D23D8B1015ABA,7DA868510194A61AA91F698AF4EA8320
SRR29828258,2024-07-15 13:29:06,2024-07-15 13:13:12,17726558,1418124640,0,80,425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828258/SRR29828258.lite.1,SRX25327059,EE237,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995841,SAMN42493319,simple,1561046,honey metagenome,EE237,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A137E82A9C01B8BBC37A520349D29105,44BBEDFE455B3889FA1EDFE4C0837739
SRR29828257,2024-07-15 13:29:06,2024-07-15 13:13:24,13909572,1112765760,0,80,334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828257/SRR29828257.lite.1,SRX25327060,EE238,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995842,SAMN42493320,simple,1561046,honey metagenome,EE238,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1B066BFC2DC7BE05BFB18530EA4751F8,8B20A14651ADC193D413EBB80F80CC35
SRR29828514,2024-07-15 13:29:06,2024-07-15 13:14:39,12700624,1016049920,0,80,307,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828514/SRR29828514.lite.1,SRX25327061,EE239,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995843,SAMN42493321,simple,1561046,honey metagenome,EE239,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,0E3DC07BC2AF8B1BF0B86D2D2CB98C9E,5B74804DA7F0501AB9D0D3D1EBE95EAE
SRR29828584,2024-07-15 13:29:05,2024-07-15 13:16:40,12058992,964719360,0,80,408,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828584/SRR29828584.lite.1,SRX25327055,EE058,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995838,SAMN42493055,simple,1561046,honey metagenome,EE058,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,662D30847D5F4EEE4A7C5A6219F6355D,2C35858A5DC1248A5C981BC9F686CCA1
SRR29828603,2024-07-15 13:29:05,2024-07-15 13:14:48,11559072,924725760,0,80,279,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828603/SRR29828603.lite.1,SRX25327052,EE205,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995834,SAMN42493313,simple,1561046,honey metagenome,EE205,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,55DAB821EB66A950E8C3FCED800BBA9F,BC56DF998C3500FD0D661107E0E52E6E
SRR29828262,2024-07-15 13:29:05,2024-07-15 13:12:35,11812335,944986800,0,80,287,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828262/SRR29828262.lite.1,SRX25327053,EE231,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995835,SAMN42493314,simple,1561046,honey metagenome,EE231,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C478C1916F0AFAC249659D8F405BE10E,04257713C45CFEC72E13F0452F50B984
SRR29828261,2024-07-15 13:29:05,2024-07-15 13:13:54,15941553,1275324240,0,80,382,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828261/SRR29828261.lite.1,SRX25327054,EE232,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995837,SAMN42493315,simple,1561046,honey metagenome,EE232,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7164F84A19151DDB909C5F1C8F52DA6F,38B6729C0ABA33A82EDD1FA2C871404D
SRR29828260,2024-07-15 13:29:05,2024-07-15 13:14:59,15469365,1237549200,0,80,374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828260/SRR29828260.lite.1,SRX25327056,EE233,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995836,SAMN42493316,simple,1561046,honey metagenome,EE233,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,197D6501EFB19BED14C8D0BE67F39FFC,BA9B2C9589944327F11EC5DAAA3EA2E6
SRR29828263,2024-07-15 13:29:05,2024-07-15 13:13:06,14558054,1164644320,0,80,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828263/SRR29828263.lite.1,SRX25327051,EE204,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995833,SAMN42493312,simple,1561046,honey metagenome,EE204,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F001DF1874C9812900AC4FD6619C9CDE,AB55D24D8C58F2C13967776825C354FE
SRR29828549,2024-07-15 13:29:05,2024-07-15 13:17:21,7324067,585925360,0,80,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828549/SRR29828549.lite.1,SRX25327047,EE402,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995829,SAMN42493288,simple,1561046,honey metagenome,EE402,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5DF0542166F4171BC668AE9C2326D976,AD843AEEE5EC8DA235BB5D111626B359
SRR29828266,2024-07-15 13:29:05,2024-07-15 13:17:17,6577746,526219680,0,80,177,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828266/SRR29828266.lite.1,SRX25327048,EE439,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995830,SAMN42493291,simple,1561046,honey metagenome,EE439,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,8115E018BFDDE0371043E0FD7EFC65A1,76B33BA4CF8C79DA93D759E6113CD65F
SRR29828265,2024-07-15 13:29:05,2024-07-15 13:15:33,7382449,590595920,0,80,195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828265/SRR29828265.lite.1,SRX25327049,EE456,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995831,SAMN42493292,simple,1561046,honey metagenome,EE456,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E83F85C435C144818E23B924CC29C116,FBD36783CD6FBF6FF878DE8F4BA667A2
SRR29828264,2024-07-15 13:29:05,2024-07-15 13:14:08,7486917,598953360,0,80,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828264/SRR29828264.lite.1,SRX25327050,EE457,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995832,SAMN42493293,simple,1561046,honey metagenome,EE457,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,DC4CD5EBC946E7A8E88A66167AE89D47,98BD3C3A1D0FA43B173529C5727711E8
SRR29828267,2024-07-15 13:29:05,2024-07-15 13:14:02,6365863,509269040,0,80,168,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828267/SRR29828267.lite.1,SRX25327046,CN478,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995828,SAMN42493287,simple,1561046,honey metagenome,CN478,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6A2D2CADD15541BB9DD501ECBBAF784A,35F1C171DD330A56864814BDC216B414
SRR29828270,2024-07-15 13:29:04,2024-07-15 13:19:04,26954220,2156337600,0,80,913,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828270/SRR29828270.lite.1,SRX25327043,EE057,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995825,SAMN42493054,simple,1561046,honey metagenome,EE057,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,2B43B7886EE7120E3E090A61C0751E2B,BAC95A995FBBF76D126CCF842E52784B
SRR29828268,2024-07-15 13:29:05,2024-07-15 13:13:52,9672709,773816720,0,80,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828268/SRR29828268.lite.1,SRX25327045,EE163,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995827,SAMN42493307,simple,1561046,honey metagenome,EE163,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,753C5C3582DD929EA4027257E9837981,C0B22D063E059B844796B32D6D3AABE1
SRR29828271,2024-07-15 13:29:04,2024-07-15 13:14:32,7054800,564384000,0,80,186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828271/SRR29828271.lite.1,SRX25327042,UA494,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995824,SAMN42493305,simple,1561046,honey metagenome,UA494,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,BF316EEF7CCA99390FD424279CF89426,C31C0DDEE99892D24E0F07F315129417
SRR29828269,2024-07-15 13:29:04,2024-07-15 13:14:17,5868723,469497840,0,80,155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828269/SRR29828269.lite.1,SRX25327044,YE472,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995826,SAMN42493306,simple,1561046,honey metagenome,YE472,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E5947D88BAE1475E2B10E25AD25AEA36,6A40EC86127D98083FC0D9D59DD528FC
SRR29828274,2024-07-15 13:29:04,2024-07-15 13:14:11,15075806,1206064480,0,80,509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828274/SRR29828274.lite.1,SRX25327040,EE039,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995822,SAMN42493042,simple,1561046,honey metagenome,EE039,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6156E8470CA024BBD0B727162D9BCFC8,FEB798D65F0E4946C7489223C7177112
SRR29828277,2024-07-15 13:29:04,2024-07-15 13:14:52,13681470,1094517600,0,80,477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828277/SRR29828277.lite.1,SRX25327037,EE314,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995819,SAMN42493183,simple,1561046,honey metagenome,EE314,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1ECC641DE57DDB50443D8986F001C8A2,930380231BA5B9E4AD151FD497C93986
SRR29828276,2024-07-15 13:29:04,2024-07-15 13:17:55,11739140,939131200,0,80,412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828276/SRR29828276.lite.1,SRX25327038,EE319,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995820,SAMN42493184,simple,1561046,honey metagenome,EE319,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,0171FD369FC4D80C3A94105FFE31FD56,41E2564EEF92D8BD1A094045FAE18766
SRR29828275,2024-07-15 13:29:04,2024-07-15 13:18:06,13071609,1045728720,0,80,457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828275/SRR29828275.lite.1,SRX25327039,EE320,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995821,SAMN42493185,simple,1561046,honey metagenome,EE320,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D434279D66CDD79473A56B14E71D9349,F9C68D161E1B6F181263F2BDA9C8CCDC
SRR29828273,2024-07-15 13:29:04,2024-07-15 13:17:40,5651792,452143360,0,80,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828273/SRR29828273.lite.1,SRX25327041,UA492,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995823,SAMN42493304,simple,1561046,honey metagenome,UA492,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,07BF1C913436463B8CD8D13EC0769899,F7A49B7EA3BE733BD79A8321197424F5
SRR29828283,2024-07-15 13:29:04,2024-07-15 13:14:21,10244368,819549440,0,80,358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828283/SRR29828283.lite.1,SRX25327032,EE306,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995813,SAMN42493178,simple,1561046,honey metagenome,EE306,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C37E5637E416FC5F9643449ED38C447E,9F0D12055FF304C982E2BFCA53AC4DF2
SRR29828282,2024-07-15 13:29:04,2024-07-15 13:17:13,7800825,624066000,0,80,273,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828282/SRR29828282.lite.1,SRX25327033,EE307,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995815,SAMN42493179,simple,1561046,honey metagenome,EE307,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,8CCE819787AFC43F1D5AFD2B7181B9F0,8EB3E3979111F994EBAB565FBC48C714
SRR29828281,2024-07-15 13:29:04,2024-07-15 13:14:44,13812261,1104980880,0,80,483,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828281/SRR29828281.lite.1,SRX25327034,EE309,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995816,SAMN42493180,simple,1561046,honey metagenome,EE309,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7F5F73F1E2881913AC82BB293A12B1B7,FB3F5C33811C6885C4CA23FE7A5980EB
SRR29828280,2024-07-15 13:29:04,2024-07-15 13:17:42,11946558,955724640,0,80,417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828280/SRR29828280.lite.1,SRX25327035,EE311,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995817,SAMN42493181,simple,1561046,honey metagenome,EE311,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,473A43BAAF6D8A6DD9F3375D8580C37C,4D556BA7883CB77ACA5998F3C363FD00
SRR29828278,2024-07-15 13:29:04,2024-07-15 13:14:18,12988781,1039102480,0,80,453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828278/SRR29828278.lite.1,SRX25327036,EE313,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995818,SAMN42493182,simple,1561046,honey metagenome,EE313,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,4C017B36C4E4A404AB62F8A668FD3C1D,450C227FB8232053BD73BF286851F5C6
SRR29828287,2024-07-15 13:29:03,2024-07-15 13:19:04,16597154,1327772320,0,80,560,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828287/SRR29828287.lite.1,SRX25327029,EE037,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995811,SAMN42493041,simple,1561046,honey metagenome,EE037,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,B71DAA382D52405DA94555FA44775819,7FFC09496F2042D14A3A33857E149BC0
SRR29828290,2024-07-15 13:29:03,2024-07-15 13:14:22,12693545,1015483600,0,80,442,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828290/SRR29828290.lite.1,SRX25327027,EE300,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995809,SAMN42493174,simple,1561046,honey metagenome,EE300,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5D6362978D4A0EF928833DA76BBCFC32,8D60029C5C85E80A834831C03E572EF9
SRR29828288,2024-07-15 13:29:03,2024-07-15 13:18:51,12931498,1034519840,0,80,452,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828288/SRR29828288.lite.1,SRX25327028,EE301,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995808,SAMN42493175,simple,1561046,honey metagenome,EE301,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,8BCB848EFC28D5520503C5DF91CC615E,04E2B92B3E9A6F2A462D091BDA2C5091
SRR29828285,2024-07-15 13:29:04,2024-07-15 13:15:52,10747573,859805840,0,80,379,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828285/SRR29828285.lite.1,SRX25327030,EE303,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995812,SAMN42493176,simple,1561046,honey metagenome,EE303,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,672F3AAB4ECA7D5019F1773F721DCA82,F5063B991ECD75A5EBE2D7317398E5DA
SRR29828284,2024-07-15 13:29:04,2024-07-15 13:18:46,11937261,954980880,0,80,417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828284/SRR29828284.lite.1,SRX25327031,EE305,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995814,SAMN42493177,simple,1561046,honey metagenome,EE305,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5ED37A307A05F0FC4340E534247F35D5,F07B862087265879DBBD8F7B165298C3
SRR29828296,2024-07-15 13:29:03,2024-07-15 13:15:49,8728580,698286400,0,80,300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828296/SRR29828296.lite.1,SRX25327022,EE126,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995804,SAMN42493103,simple,1561046,honey metagenome,EE126,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,CE9E21F1F0DBD2DEC12EA58EF8A79054,A52FFF9ECE6BAA7E8ACB685A9E2AB6EE
SRR29828295,2024-07-15 13:29:03,2024-07-15 13:18:27,12549488,1003959040,0,80,425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828295/SRR29828295.lite.1,SRX25327023,EE127,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995806,SAMN42493104,simple,1561046,honey metagenome,EE127,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,B1EE60716AB8ABD8012E97D1839A61A2,1037DEB5E9393E49F5CF54729398C787
SRR29828294,2024-07-15 13:29:03,2024-07-15 13:15:35,9883510,790680800,0,80,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828294/SRR29828294.lite.1,SRX25327024,EE137,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995805,SAMN42493105,simple,1561046,honey metagenome,EE137,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F0D038BF42439FCE0F495F299A832DD4,ED579566A035C1C6EB8B110BF5C420F5
SRR29828293,2024-07-15 13:29:03,2024-07-15 13:15:50,12321723,985737840,0,80,432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828293/SRR29828293.lite.1,SRX25327025,EE298,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995807,SAMN42493172,simple,1561046,honey metagenome,EE298,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5024C2956327F08C32B806BD2282B69B,374FD36578632205217E875E76B8F269
SRR29828291,2024-07-15 13:29:03,2024-07-15 13:15:10,7289602,583168160,0,80,257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828291/SRR29828291.lite.1,SRX25327026,EE299,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995810,SAMN42493173,simple,1561046,honey metagenome,EE299,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E5033A9098CD683D65E3EF10DA60DE69,574A532444776F6C602337AEBA221F26
SRR29828297,2024-07-15 13:29:03,2024-07-15 13:18:24,17367133,1389370640,0,80,587,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828297/SRR29828297.lite.1,SRX25327021,EE124,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995803,SAMN42493102,simple,1561046,honey metagenome,EE124,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C372FF4AB04ADA8F867007FC43516FBE,F45ABC69033318F4221D11F5FFA024CF
SRR29828301,2024-07-15 13:29:03,2024-07-15 13:15:13,22015454,1761236320,0,80,712,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828301/SRR29828301.lite.1,SRX25327017,UA107,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995799,SAMN42493098,simple,1561046,honey metagenome,UA107,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7080D71C90039D9E0D24A0D8BEB593CF,2D751E64DA70884E28455F69B9A85491
SRR29828300,2024-07-15 13:29:03,2024-07-15 13:19:37,11777346,942187680,0,80,381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828300/SRR29828300.lite.1,SRX25327018,UA108,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995800,SAMN42493099,simple,1561046,honey metagenome,UA108,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,728AA99EF940FDAD4FE29C79167A198F,A62E2A48AC3A2662424501F50DD8EADA
SRR29828299,2024-07-15 13:29:03,2024-07-15 13:18:19,19148104,1531848320,0,80,614,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828299/SRR29828299.lite.1,SRX25327019,UA109,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995802,SAMN42493100,simple,1561046,honey metagenome,UA109,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A174812B4B29AAAC3C2933E1DA40C30E,2C2FC9DEF2DED28760849D57F15BEECF
